Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
0.5363233706854307,1.1074916603879577,1.2260209013620285,1.0436568976176517,-1.3288878489101084,0.0007369874941867026,1.6300752432216528,-0.4478211934173818,1.4121222379052925,-0.11308306889489644
-0.8522161003448105,0.5290462094384342,0.06615580541035182,-0.870607404689119,0.47165120523271176,-1.2275755028168922,-1.6668951694804963,-1.3486886112757235,0.006256104294567816,1.0406736758257977
0.883458238442991,0.18197893886872013,1.2260209013620285,1.0436568976176517,-1.3288878489101084,-1.2275755028168922,0.9523026139304439,0.45304622444096,-0.6966769625107945,0.7447644689508995
-1.5464858358599312,0.8761134800081483,1.660970312343907,-0.870607404689119,-0.4286183218386983,0.0007369874941867026,0.13591468466881748,-1.3486886112757235,-1.3996100293161569,0.9404308174707834
1.5777279739581116,0.29766802905862483,-1.2386924275352842,-0.3485353222418178,0.47165120523271176,1.2290494778052654,1.5915433177973646,-0.4478211934173818,0.006256104294567816,-1.923237761113329
1.2305931062005513,-0.8592228728404221,-0.658759879559446,-0.2615233085006009,1.3719207323041218,-1.2275755028168922,0.10020951504835554,0.45304622444096,0.7091891710999301,-0.5175887056543935
-0.15794636482968996,-0.7435337826505174,-0.2238104685775673,0.34756078768791676,-0.4286183218386983,-1.2275755028168922,-0.11185509556246727,-0.4478211934173818,-1.3996100293161569,0.7566522438199237
0.5363233706854307,1.338869840767767,-1.5286587015232034,1.478716966323736,-0.4286183218386983,1.2290494778052654,0.09564499952906222,-1.3486886112757235,-0.6966769625107945,-0.2901145270795532
0.5363233706854307,1.338869840767767,0.35612207939827095,-0.3485353222418178,0.47165120523271176,0.0007369874941867026,-0.5854988836101526,-0.4478211934173818,0.7091891710999301,0.3447569091688711
1.2305931062005513,0.991802570198053,-0.9487261535473651,0.08652474646426639,1.3719207323041218,0.0007369874941867026,-0.4809552591276579,-1.3486886112757235,1.4121222379052925,-0.7415286808897942
-1.1993509681023709,-1.5533574139798503,0.21113894240431139,-1.4796915008776368,0.47165120523271176,-1.2275755028168922,1.709780488837739,-1.3486886112757235,0.006256104294567816,-0.9606492879350499
